speaker,text,dialogtype,quest_displayname,quest_name,questfile,speaker_unit,unitfile,raw_text
Guardian Of Air,"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.
The Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you.",return,Breaking the Siege,a2-Defeat_Mana_Guardian,QUESTS/TL2MAINQUEST/ACT2/A2-DEFEAT_MANA_GUARDIAN.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.\n\nThe Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you."
Guardian Of Air,"By slaying Ezrek Khan, you broke the enchantment used to enslave the Guardian of Mana.  That means that you can defeat her without destroying her.
The Ezrohir have moved the Guardian to the fortress of Riftkeep in the Salt Barrens, where they are marshaling their forces for the assault on Zeryphesh.
Go.  Fight past the Ezrohir and free the Guardian!",intro,Breaking the Siege,a2-Defeat_Mana_Guardian,QUESTS/TL2MAINQUEST/ACT2/A2-DEFEAT_MANA_GUARDIAN.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"By slaying Ezrek Khan, you broke the enchantment used to enslave the Guardian of Mana.  That means that you can defeat her without destroying her.\n\nThe Ezrohir have moved the Guardian to the fortress of |cFFFFBA00Riftkeep|u in the |cFFFFBA00Salt Barrens|u, where they are marshaling their forces for the assault on Zeryphesh.\n\nGo.  Fight past the Ezrohir and free the |cFFFFBA00Guardian|u!"
,"The time has come to enter Riftkeep and try to rescue the Guardian of Mana.  The djinni, Fazeer Shah, claims that he has broken the Ezrohir's control over the Guardian ... but there still remains the matter of actually freeing her.  Resistance inside Riftkeep will be formidable; the Ezrohir army is already prepared for war, and they are no doubt expecting a rescue attempt.  You will have to act fast, and strike without mercy.",moredetails,Breaking the Siege,a2-Defeat_Mana_Guardian,QUESTS/TL2MAINQUEST/ACT2/A2-DEFEAT_MANA_GUARDIAN.DAT,,,"The time has come to enter Riftkeep and try to rescue the Guardian of Mana.  The djinni, Fazeer Shah, claims that he has broken the Ezrohir's control over the Guardian ... but there still remains the matter of actually freeing her.  Resistance inside Riftkeep will be formidable; the Ezrohir army is already prepared for war, and they are no doubt expecting a rescue attempt.  You will have to act fast, and strike without mercy."
,Defeat the Manticore in the Stygian Aerie.,details,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,,,Defeat the |cFFFFBA00Manticore|u in the |cFFFFBA00Stygian Aerie|u.
,Return to the Sphinx at the CForsaken Gate.,details_complete,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,,,Return to the |cFFFFBA00Sphinx|u at the |cFFFFBA00CForsaken Gate|u.
,- Defeat the Manticore in the Stygian Aerie,huddetails,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,,,- Defeat the |cFFFFBA00Manticore|u in the |cFFFFBA00Stygian Aerie|u
,- Return to the Sphinx at the Forsaken Gate,huddetails_complete,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,,,- Return to the |cFFFFBA00Sphinx|u at the |cFFFFBA00Forsaken Gate|u
Sphinx,"Your valor proved; the way is clear.
The forge, the Queen ... the end is near.",complete,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,A2-SPHINX,MEDIA/UNITS/MONSTERS/QUESTUNITS/A2-SPHINX.DAT,"Your valor proved; the way is clear.\nThe forge, the Queen ... the end is near."
Sphinx,"Forge of darkness, deep below.
Chains are wrought and bellows blow
Queen of Mana trapped, restrained
Magic stolen, power drained.
Ezrohir make plans for war
Captured Queen is at the fore.",return,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,A2-SPHINX,MEDIA/UNITS/MONSTERS/QUESTUNITS/A2-SPHINX.DAT,"Forge of darkness, deep below.\nChains are wrought and bellows blow\nQueen of Mana trapped, restrained\nMagic stolen, power drained.\nEzrohir make plans for war\nCaptured Queen is at the fore."
Sphinx,"My ancient charge, to guard the gate
The desert sands to contemplate.
In Stygian realm lurks beast of yore
Part drake, part lion:  Manticore.
Lay its skin before my eyes
And passage through shall be your prize.",intro,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,A2-SPHINX,MEDIA/UNITS/MONSTERS/QUESTUNITS/A2-SPHINX.DAT,"My ancient charge, to guard the gate\nThe desert sands to contemplate.\nIn Stygian realm lurks beast of yore\nPart drake, part lion:  |cFFFFBA00Manticore|u.\nLay its skin before my eyes\nAnd passage through shall be your prize.\n"
,"If you understood the enigmatic Sphinx correctly, the Guardian of Mana was captured by the Ezrohir and taken into the Forsaken Vaults for some nefarious purpose.  The Guardian is clearly in danger ... but the Sphinx will not open the Forsaken Gate until you slay her most hated enemy: a Manticore that lurks in a cave in the Ossean Wastes.",moredetails,Lair of the Manticore,a2-search_out_manticore,QUESTS/TL2MAINQUEST/ACT2/A2-SEARCH_OUT_MANTICORE.DAT,,,"If you understood the enigmatic Sphinx correctly, the Guardian of Mana was captured by the Ezrohir and taken into the Forsaken Vaults for some nefarious purpose.  The Guardian is clearly in danger ... but the Sphinx will not open the Forsaken Gate until you slay her most hated enemy: a Manticore that lurks in a cave in the Ossean Wastes."
,Return to Zeryphesh when the Guardian of Mana is free.,details,The Siege is Broken,A2-return_to_town_after_defeating_siege_guardian,QUESTS/TL2MAINQUEST/ACT2/A2-RETURN_TO_TOWN_AFTER_DEFEATING_SIEGE_GUARDIAN.DAT,,,Return to |cFFFFBA00Zeryphesh|u when the |cFFFFBA00Guardian of Mana|u is free.
,- Return to the Guardian of Air in Zeryphesh,huddetails,The Siege is Broken,A2-return_to_town_after_defeating_siege_guardian,QUESTS/TL2MAINQUEST/ACT2/A2-RETURN_TO_TOWN_AFTER_DEFEATING_SIEGE_GUARDIAN.DAT,,,- Return to the |cFFFFBA00Guardian of Air|u in |cFFFFBA00Zeryphesh|u
Guardian Of Air,"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.
The Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you.",complete,The Siege is Broken,A2-return_to_town_after_defeating_siege_guardian,QUESTS/TL2MAINQUEST/ACT2/A2-RETURN_TO_TOWN_AFTER_DEFEATING_SIEGE_GUARDIAN.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"When the Zeraphi and Ezrohir ""parted ways,"" they designated the nearby fortress of Riftkeep as a neutral ground, where they could meet and talk over their differences.  But it has remained unused for centuries ... until a few weeks ago, when the Ezrohir army seized the fortress.  They have occupied it ever since, and that is surely where they are holding the Guardian of Mana while they marshal their forces.\n\nThe Ezrohir will be expecting the Zeraphi to attack them at Riftkeep, to attempt to rescue the Guardian.  But they know it will take time for the Zeraphi to arrive.  You can get there much more quickly, and fight your way inside before they are prepared to repel you."
,Locate the djinni Fazeer Shah in the Salt Barrens.,details,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,,,Locate the djinni |cFFFFBA00Fazeer Shah|u in the |cFFFFBA00Salt Barrens|u.
,- Locate the Djinni in Salt Barrens,huddetails,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,,,- Locate the |cFFFFBA00Djinni|u in |cFFFFBA00Salt Barrens|u
Fazeer Shah,"Greetings, o insignificant one.
Ah, yes ... I know of this Artificer.  He came to me, seeking the secret of binding a Guardian ... but I refused his entreaties.  Instead, he turned to my ancient foe, the despicable Ezrek Khan, who was all too eager to teach him such abominable rituals.
Of course, whatever Ezrek Khan has done, I can undo.",complete,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,A2-DJINNI,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DJINNI.DAT,"Greetings, o insignificant one.\n\nAh, yes ... I know of this Artificer.  He came to me, seeking the secret of binding a Guardian ... but I refused his entreaties.  Instead, he turned to my ancient foe, the despicable Ezrek Khan, who was all too eager to teach him such abominable rituals.\n\nOf course, whatever Ezrek Khan has done, I can undo."
Guardian Of Air,"Centuries ago, a djinni named Fazeer Shah and a djinni named Ezrek Khan quarreled over some trivial matter, and ultimately went to war.  They caused considerable damage to the cities, and devastated the land, until the Zeraphi sultan had had enough.  He banished them both: one to the desert, and one to ... another place.  A shadow realm, between this world and the endless void where the Netherim dwell.
If you can reach Fazeer Shah, you might be able to convince him to help us.",return,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"Centuries ago, a djinni named Fazeer Shah and a djinni named Ezrek Khan quarreled over some trivial matter, and ultimately went to war.  They caused considerable damage to the cities, and devastated the land, until the Zeraphi sultan had had enough.  He banished them both: one to the desert, and one to ... another place.  A shadow realm, between this world and the endless void where the Netherim dwell.\n\nIf you can reach Fazeer Shah, you might be able to convince him to help us."
Guardian Of Air,"Not far from here, in the Salt Barrens, there abides a djinni named Fazeer Shah.  This djinni has the power to release the Guardian of Mana from Ezrohir control ... but his aid will come with a price.
You must travel out into the Salt Barrens.  Locate Fazeer Shah, and convince him to help you free the Guardian.",intro,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"Not far from here, in the |cFFFFBA00Salt Barrens|u, there abides a djinni named |cFFFFBA00Fazeer Shah|u.  This djinni has the power to release the Guardian of Mana from Ezrohir control ... but his aid will come with a price.\n\nYou must travel out into the |cFFFFBA00Salt Barrens|u.  Locate |cFFFFBA00Fazeer Shah|u, and convince him to help you free the Guardian."
,"Curse that riddle-tongued Sphinx!  The Guardian of Mana had been in the Forsaken Vaults, but the Ezrohir took her away before you even arrived!  Now they are keeping her under guard at Riftkeep, their fortress in the Salt Barrens, until they are ready to launch their attack on Zeryphesh.
Things are getting desperate, but the Guardian of Air has suggested a way that Mana might still be saved.  The magical bonds placed upon the Guardian of Mana are beyond the abilities of the Guardians to remove, but, out in the Salt Barrens, there abides a powerful djinni named Fazeer Shah.  This djinni can easily undo the Artificer's work, but you have to find him first ... and then convince him to help.",moredetails,Meet the Djinni,a2-Find_Djinni,QUESTS/TL2MAINQUEST/ACT2/A2-FIND_DJINNI.DAT,,,"Curse that riddle-tongued Sphinx!  The Guardian of Mana had been in the Forsaken Vaults, but the Ezrohir took her away before you even arrived!  Now they are keeping her under guard at Riftkeep, their fortress in the Salt Barrens, until they are ready to launch their attack on Zeryphesh.\n\nThings are getting desperate, but the Guardian of Air has suggested a way that Mana might still be saved.  The magical bonds placed upon the Guardian of Mana are beyond the abilities of the Guardians to remove, but, out in the Salt Barrens, there abides a powerful djinni named Fazeer Shah.  This djinni can easily undo the Artificer's work, but you have to find him first ... and then convince him to help."
,"Defeat Ezrek Khan in Jehannum, and retrieve the Lamp of Marvels.",details,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,,,"Defeat |cFFFFBA00Ezrek Khan|u in |cFFFFBA00Jehannum|u, and retrieve the |cFFFFBA00Lamp of Marvels|u."
,Return to Fazeer Shah after you have defeated Ezrek Khan.,details_complete,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,,,Return to |cFFFFBA00Fazeer Shah|u after you have defeated |cFFFFBA00Ezrek Khan|u.
,- Defeat Ezrek Khan in Jehannum,huddetails,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,,,- Defeat |cFFFFBA00Ezrek Khan|u in |cFFFFBA00Jehannum|u
,- Give the Lamp of Marvels to Fazeer Shah,huddetails_complete,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,,,- Give the |cFFFFBA00Lamp of Marvels|u to |cFFFFBA00Fazeer Shah|u
Fazeer Shah,"Everything has transpired exactly as I intended!  I have my Lamp of Marvels!  At last, I am free!
I confess:  This lamp is much more valuable than you could have known.  Ezrek Kahn stole it from me ages ago, and now that I have them both, I have my freedom, and ultimate power over my oldest rival. 
As for your Guardian ... defeating Ezrek Kahn has sufficiently weakened the magic they bound her with. You should be able to confront her now.
I HAVE HONORED MY BARGAIN!",complete,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,A2-DJINNI,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DJINNI.DAT,"Everything has transpired exactly as I intended!  I have my Lamp of Marvels!  At last, I am free!\n\nI confess:  This lamp is much more valuable than you could have known.  Ezrek Kahn stole it from me ages ago, and now that I have them both, I have my freedom, and ultimate power over my oldest rival. \n\nAs for your Guardian ... defeating Ezrek Kahn has sufficiently weakened the magic they bound her with. You should be able to confront her now.\n\nI HAVE HONORED MY BARGAIN!"
Fazeer Shah,"Be warned:  Ezrek Khan draws his power from the same source as the Netherim.  His realm borders closely on theirs; they will almost certainly stand against you, should you challenge the djinni.",return,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,A2-DJINNI,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DJINNI.DAT,"Be warned:  Ezrek Khan draws his power from the same source as the Netherim.  His realm borders closely on theirs; they will almost certainly stand against you, should you challenge the djinni."
Fazeer Shah,"Well, well.  You are much more determined ... and capable ... than I had suspected!  Excellent ...
If you truly wish to free the Guardian, you must humiliate my old rival, Ezrek Khan, by stealing his precious Lamp of Marvels.",intro,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,A2-DJINNI,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-DJINNI.DAT,"Well, well.  You are much more determined ... and capable ... than I had suspected!  Excellent ...\n\nIf you truly wish to free the Guardian, you must humiliate my old rival, |cFFFFBA00Ezrek Khan|u, by stealing his precious |cFFFFBA00Lamp of Marvels|u."
,"Fazeer Shah's ""entertainments"" have put your life in serious jeopardy twice now ... and he still isn't satisfied!  Fortunately, he swears he only has this one last task for you, and then he'll honor his bargain, and free the Guardian of Mana from the controls placed upon her by the Ezrohir.",moredetails,The Djinni's Final Task,a2-djinni_3rd_task,QUESTS/TL2MAINQUEST/ACT2/A2-DJINNI_3RD_TASK.DAT,,,"Fazeer Shah's ""entertainments"" have put your life in serious jeopardy twice now ... and he still isn't satisfied!  Fortunately, he swears he only has this one last task for you, and then he'll honor his bargain, and free the Guardian of Mana from the controls placed upon her by the Ezrohir."
,"Speak to the Imperial Railmaster, in Zeryphesh, to travel to Grunnheim.",details,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,,,"Speak to the |cFFFFBA00Imperial Railmaster|u, in |cFFFFBA00Zeryphesh|u, to travel to |cFFFFBA00Grunnheim|u."
,"Report in at the Imperial Camp, in Grunnheim",details_complete,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,,,"Report in at the |cFFFFBA00Imperial Camp|u, in |cFFFFBA00Grunnheim|u"
,- Speak to the Railmaster in Zeryphesh,huddetails,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,,,- Speak to the |cFFFFBA00Railmaster|u in |cFFFFBA00Zeryphesh|u
,- Travel to Grunnheim,huddetails_complete,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,,,- Travel to |cFFFFBA00Grunnheim|u
Imperial Railmaster,"Well, the transport is all patched up, and we've taken on fuel and supplies.  I can have you up to Grunnheim in no time!",complete,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,A2-RAILMANNPC_TOACT3,MEDIA/UNITS/MONSTERS/QUESTUNITS/ESTHERIANS/A2-RAILMANNPC_TOACT3.DAT,"Well, the transport is all patched up, and we've taken on fuel and supplies.  I can have you up to Grunnheim in no time!"
Guardian Of Air,The Alchemist is nearly within your reach!  Hasten at once to Grunnheim!,return,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,The Alchemist is nearly within your reach!  Hasten at once to Grunnheim!
Guardian Of Air,"You have done well.  The Ezrohir forces at Riftkeep are defeated, and their troops are in retreat.  Most importantly, the Guardian of Mana is once again safe.
Let us return to the matter of the Dark Alchemist.  He has now stolen the energy of three Guardians, and we thought he desired my power as well.  But, for some reason, he has left the desert, and is now en route to Grunnheim.
That can only mean that he is bound for the Clockwork Core.  With the power he has amassed, he could destroy the barrier between our world and the realm of the Netherim.  They would pour through by the millions.
Seek the Railmaster, and depart for Grunnheim as soon as you are able.",intro,On to Grunnheim!,a2-continue_to_act3,QUESTS/TL2MAINQUEST/ACT2/A2-CONTINUE_TO_ACT3.DAT,GUARDIANOFAIR,MEDIA/UNITS/MONSTERS/NPC/GUARDIANOFAIR.DAT,"You have done well.  The Ezrohir forces at Riftkeep are defeated, and their troops are in retreat.  Most importantly, the Guardian of Mana is once again safe.\n\nLet us return to the matter of the Dark Alchemist.  He has now stolen the energy of three Guardians, and we thought he desired my power as well.  But, for some reason, he has left the desert, and is now en route to |cFFFFBA00Grunnheim|u.\n\nThat can only mean that he is bound for the |cFFFFBA00Clockwork Core|u.  With the power he has amassed, he could destroy the barrier between our world and the realm of the Netherim.  They would pour through by the millions.\n\nSeek the |cFFFFBA00Railmaster|u, and depart for |cFFFFBA00Grunnheim|u as soon as you are able."
