and000im_gft_amulet             Tevinter Chantry Amulet
gen_im_trs_cot_arc_lbw_r0       Shadow Bow
gen_im_trs_cot_arc_lbw_r1       Superior Shadow Bow
gen_im_trs_cot_arc_lbw_r2       Enchanted Shadow Bow
gen_im_trs_cot_arc_sbw_r0       Quickbow
gen_im_trs_cot_arc_sbw_r1       Superior Quickbow
gen_im_trs_cot_arc_sbw_r2       Enchanted Quickbow
gen_im_trs_cot_blt_r0           Rogue's Belt
gen_im_trs_cot_blt_r1           Ornate Rogue's Belt
gen_im_trs_cot_blt_r2           Greater Rogue Belt
gen_im_trs_cot_dua_dag_r0       Stiletto
gen_im_trs_cot_dua_dag_r1       Superior Stiletto
gen_im_trs_cot_dua_dag_r2       Enchanted Stiletto
gen_im_trs_cot_junk1_01         Iron Rasp
gen_im_trs_cot_junk1_02         Brass Knuckles
gen_im_trs_cot_junk1_03         Bent Lockpick
gen_im_trs_cot_junk1_04         Poison Ring
gen_im_trs_cot_junk2_01         Dull Shiv
gen_im_trs_cot_junk2_02         Empty Poison Flask
gen_im_trs_cot_junk2_03         Chain Garrote
gen_im_trs_cot_junk2_04         Gaudy Monogrammed Ring
gen_im_trs_cot_junk3_01         Playing Cards
gen_im_trs_cot_junk3_02         Loaded Dice
gen_im_trs_cot_junk3_03         Heavy Copper Necklace
gen_im_trs_cot_junk3_04         Gold Tooth
gen_im_trs_cot_lgt_boo_r0       Coterie Mage Boots
gen_im_trs_cot_lgt_boo_r1       Superior Coterie Mage Boots
gen_im_trs_cot_lgt_boo_r2       Enchanted Coterie Mage Boots
gen_im_trs_cot_lgt_cht_r0       Coterie Mage Robe
gen_im_trs_cot_lgt_cht_r1       Superior Coterie Mage Robe
gen_im_trs_cot_lgt_cht_r2       Enchanted Coterie Mage Robe
gen_im_trs_cot_lgt_glv_r0       Coterie Mage Gloves
gen_im_trs_cot_lgt_glv_r1       Superior Coterie Mage Gloves
gen_im_trs_cot_lgt_glv_r2       Enchanted Coterie Mage Gloves
gen_im_trs_cot_lgt_hlm_r0       Coterie Mage's Hood
gen_im_trs_cot_lgt_hlm_r1       Superior Coterie Mage's Hood
gen_im_trs_cot_lgt_hlm_r2       Enchanted Coterie Mage Hood
gen_im_trs_cot_med_boo_r0       Rogue's Boots
gen_im_trs_cot_med_boo_r1       Superior Rogue's Boots
gen_im_trs_cot_med_boo_r2       Enchanted Rogue Boots
gen_im_trs_cot_med_cht_r0       Rogue Armor
gen_im_trs_cot_med_cht_r1       Superior Rogue Armor
gen_im_trs_cot_med_cht_r2       Enchanted Rogue Armor
gen_im_trs_cot_med_glv_r0       Shadow Gauntlets
gen_im_trs_cot_med_glv_r1       Superior Shadow Gauntlets
gen_im_trs_cot_med_glv_r2       Enchanted Shadow Gauntlets
gen_im_trs_cot_med_hlm_r0       Shadow Helm
gen_im_trs_cot_med_hlm_r1       Superior Shadow Helm
gen_im_trs_cot_med_hlm_r2       Enchanted Shadow Helm
gen_im_trs_cot_rng_r0           Rogue's Ring
gen_im_trs_cot_rng_r1           Ornate Rogue's Ring
gen_im_trs_cot_rng_r2           Greater Rogue Ring
gen_im_trs_crc_amu_r0           Circle Journeyman Amulet
gen_im_trs_crc_amu_r1           Circle Enchanters' Amulet
gen_im_trs_crc_amu_r2           Transmuted Circle Amulet
gen_im_trs_crc_junk1_01         Insignia of the Apprentice
gen_im_trs_crc_junk1_02         Insignia of the Enchanter
gen_im_trs_crc_junk1_03         Insignia of the Senior Enchanter
gen_im_trs_crc_junk1_04         Insignia of the First Enchanter
gen_im_trs_crc_junk2_01         Small Wet Pouch of Incense
gen_im_trs_crc_junk2_02         Small Pouch of Incense
gen_im_trs_crc_junk2_03         Pouch of Incense
gen_im_trs_crc_junk2_04         Large Pouch of Incense
gen_im_trs_crc_junk3_01         Rod of Fire Request Form
gen_im_trs_crc_junk3_02         Signed Rod of Fire Request Form
gen_im_trs_crc_junk3_03         Broken Rod of Fire
gen_im_trs_crc_junk3_04         Rod of Fire
gen_im_trs_crc_lgt_boo_r0       Circle Weavers - Minor
gen_im_trs_crc_lgt_boo_r1       Circle Enchanters' Tall-Shoe
gen_im_trs_crc_lgt_boo_r2       Circle Magi Brandishers
gen_im_trs_crc_lgt_cht_r0       Charged Circle Robes
gen_im_trs_crc_lgt_cht_r1       Robes of the Empowered Circle
gen_im_trs_crc_lgt_cht_r2       War Mage Robes - Circle Bound
gen_im_trs_crc_lgt_glv_r0       Gloves of the Circle - Minor
gen_im_trs_crc_lgt_glv_r1       Gauntlets of the Empowered Circle
gen_im_trs_crc_lgt_glv_r2       War Mage Gloves - Circle Bound
gen_im_trs_crc_sta_02           Corrupted Acolyte's Staff
gen_im_trs_crc_sta_nat_r0       Aequitarian Fraternity Staff
gen_im_trs_crc_sta_nat_r1       Loyalist Fraternity Staff
gen_im_trs_crc_sta_nat_r2       Shared-Fraternity Magus Staff
gen_im_trs_crc_sta_phy_r0       Lesser Formari Staff
gen_im_trs_crc_sta_phy_r1       Greater Formari Staff
gen_im_trs_crc_sta_phy_r2       Empowered Formari Staff
gen_im_trs_crc_sta_spi_r0       Isolationist Fraternity Staff
gen_im_trs_crc_sta_spi_r1       Libertarian Fraternity Staff
gen_im_trs_crc_sta_spi_r2       Shared-Fraternity War Staff
gen_im_trs_dal_amu_r0           Dalish Amulet
gen_im_trs_dal_amu_r1           Ornate Dalish Amulet
gen_im_trs_dal_amu_r2           Greater Dalish Amulet
gen_im_trs_dal_arc_lbw_r0       Dalish Longbow
gen_im_trs_dal_arc_lbw_r1       Superior Dalish Longbow
gen_im_trs_dal_arc_lbw_r2       Enchanted Dalish Longbow
gen_im_trs_dal_arc_sbw_r0       Dalish Shortbow
gen_im_trs_dal_arc_sbw_r1       Superior Dalish Shortbow
gen_im_trs_dal_arc_sbw_r2       Enchanted Dalish Shortbow
gen_im_trs_dal_blt_r0           Dalish Belt
gen_im_trs_dal_blt_r1           Ornate Dalish Belt
gen_im_trs_dal_blt_r2           Greater Dalish Belt
gen_im_trs_dal_dua_dag_r0       Dalish Dagger
gen_im_trs_dal_dua_dag_r1       Superior Dalish Dagger
gen_im_trs_dal_dua_dag_r2       Enchanted Dalish Dagger
gen_im_trs_dal_hvy_boo_r0       Heavy Elven Boots
gen_im_trs_dal_hvy_boo_r1       Superior Heavy Elven Boots
gen_im_trs_dal_hvy_boo_r2       Enchanted Heavy Elven Boots
gen_im_trs_dal_hvy_cht_r0       Elven Plate Armor
gen_im_trs_dal_hvy_cht_r1       Superior Elven Plate
gen_im_trs_dal_hvy_cht_r2       Enchanted Elven Plate
gen_im_trs_dal_hvy_glv_r0       Elven Gauntlets
gen_im_trs_dal_hvy_glv_r1       Superior Elven Gauntlets
gen_im_trs_dal_hvy_glv_r2       Enchanted Elven Gauntlets
gen_im_trs_dal_hvy_hlm_r0       Elven Helmet
gen_im_trs_dal_hvy_hlm_r1       Superior Elven Helmet
gen_im_trs_dal_hvy_hlm_r2       Enchanted Elven Helmet
gen_im_trs_dal_junk1_01         Empty Quiver
gen_im_trs_dal_junk1_02         Broken Halla Horn
gen_im_trs_dal_junk1_03         Carved Wooden Drinking Flask
gen_im_trs_dal_junk1_04         Dalish Rope
gen_im_trs_dal_junk2_01         Dalish Lantern
gen_im_trs_dal_junk2_02         Map of the Brecilian Forest
gen_im_trs_dal_junk2_03         Dalish Arrowheads
gen_im_trs_dal_junk2_04         Carved Ironwood Statue
gen_im_trs_dal_med_boo_r0       Elven Boots
gen_im_trs_dal_med_boo_r1       Superior Elven Boots
gen_im_trs_dal_med_boo_r2       Enchanted Elven Boots
gen_im_trs_dal_med_cht_r0       Elven Leather Armor
gen_im_trs_dal_med_cht_r1       Superior Elven Leather
gen_im_trs_dal_med_cht_r2       Enchanted Elven Leather
gen_im_trs_dal_med_glv_r0       Elven Gloves
gen_im_trs_dal_med_glv_r1       Superior Elven Gloves
gen_im_trs_dal_med_glv_r2       Enchanted Elven Gloves
gen_im_trs_dal_med_hlm_r0       Elven Light Helm
gen_im_trs_dal_med_hlm_r1       Superior Elven Light Helm
gen_im_trs_dal_med_hlm_r2       Enchanted Elven Light Helm
gen_im_trs_dal_one_lsw_r0       Dalish Longsword
gen_im_trs_dal_one_lsw_r1       Superior Dalish Longsword
gen_im_trs_dal_one_lsw_r2       Enchanted Dalish Longsword
gen_im_trs_dal_shd_wdn_r0       Ironwood Shield
gen_im_trs_dal_shd_wdn_r1       Superior Ironwood Shield
gen_im_trs_dal_shd_wdn_r2       Enchanted Ironwood Shield
gen_im_trs_dal_two_2hs_r0       Ironwood Warblade
gen_im_trs_dal_two_2hs_r1       Superior Ironwood Warblade
gen_im_trs_dal_two_2hs_r2       Enchanted Ironwood War Blade
gen_im_trs_dem_amu_r0           Demonic Amulet
gen_im_trs_dem_amu_r1           Ornate Demonic Amulet
gen_im_trs_dem_amu_r2           Greater Demonic Amulet
gen_im_trs_dem_blt_r0           Demonic Belt
gen_im_trs_dem_blt_r1           Ornate Demonic Belt
gen_im_trs_dem_blt_r2           Greater Demonic Belt
gen_im_trs_dem_junk1_01         Fell Residue
gen_im_trs_dem_junk1_02         Demonic Ash
gen_im_trs_dem_junk1_03         Demonic Embers
gen_im_trs_dem_junk1_04         Ethereal Scoria
gen_im_trs_dem_junk2_01         Degenerate Essence
gen_im_trs_dem_junk2_02         Demonic Ichor
gen_im_trs_dem_junk2_03         Spectral Extract
gen_im_trs_dem_junk2_04         Daemonia Vitae
gen_im_trs_dem_lgt_boo_r0       Demonic Footwraps
gen_im_trs_dem_lgt_boo_r1       Ornate Demonic Footwraps
gen_im_trs_dem_lgt_boo_r2       Greater Demonic Footwraps
gen_im_trs_dem_lgt_cht_r0       Demonic Robes
gen_im_trs_dem_lgt_cht_r1       Ornate Demonic Robes
gen_im_trs_dem_lgt_cht_r2       Greater Demonic Robes
gen_im_trs_dem_lgt_glv_r0       Demonic Gloves
gen_im_trs_dem_lgt_glv_r1       Ornate Demonic Gloves
gen_im_trs_dem_lgt_glv_r2       Greater Demonic Gloves
gen_im_trs_dem_lgt_hlm_r0       Demonic Hood
gen_im_trs_dem_lgt_hlm_r1       Ornate Demonic Hood
gen_im_trs_dem_lgt_hlm_r2       Greater Demonic Hood
gen_im_trs_dem_rng_r0           Demonic Ring
gen_im_trs_dem_rng_r1           Ornate Demonic Ring
gen_im_trs_dem_rng_r2           Greater Demonic Ring
gen_im_trs_dem_sta_fir_r0       Demonic Rod
gen_im_trs_dem_sta_fir_r1       Ornate Demonic Rod
gen_im_trs_dem_sta_fir_r2       Greater Demonic Rod
gen_im_trs_dem_sta_spi_r0       Demonic Staff
gen_im_trs_dem_sta_spi_r1       Ornate Demonic Staff
gen_im_trs_dem_sta_spi_r2       Greater Demonic Staff
gen_im_trs_drk_amu_r0           Twisted Amulet
gen_im_trs_drk_amu_r1           Tainted Amulet
gen_im_trs_drk_amu_r2           Blighted Amulet
gen_im_trs_drk_junk1_01         Vial of Darkspawn Blood
gen_im_trs_drk_junk1_02         Darkspawn Totem
gen_im_trs_drk_junk1_03         Ruined Dwarven Artifact
gen_im_trs_drk_junk1_04         Ancient Dwarven Carving
gen_im_trs_drk_junk2_01         Darkspawn Armor Fragment
gen_im_trs_drk_junk2_02         Broken Darkspawn Blade
gen_im_trs_drk_junk2_03         Tainted Dwarven Jewelry
gen_im_trs_drk_junk2_04         Piece of Raw Lyrium
gen_im_trs_drk_one_axe_r0       Notched Darkspawn Hatchet
gen_im_trs_drk_one_axe_r1       Wicked Darkspawn Hatchet
gen_im_trs_drk_one_axe_r2       Ruthless Darkspawn Hatchet
gen_im_trs_drk_one_lsw_r0       Notched Darkspawn Blade
gen_im_trs_drk_one_lsw_r1       Wicked Darkspawn Blade
gen_im_trs_drk_one_lsw_r2       Ruthless Darkspawn Blade
gen_im_trs_drk_one_mac_r0       Notched Darkspawn Hammer
gen_im_trs_drk_one_mac_r1       Wicked Darkspawn Hammer
gen_im_trs_drk_one_mac_r2       Ruthless Darkspawn Hammer
gen_im_trs_drk_shd_met_r0       Pitted Darkspawn War Shield
gen_im_trs_drk_shd_met_r1       Heavy Darkspawn War Shield
gen_im_trs_drk_shd_met_r2       Superior Darkspawn War Shield
gen_im_trs_drk_two_2ha_r0       Notched Darkspawn War Axe
gen_im_trs_drk_two_2ha_r1       Wicked Darkspawn War Axe
gen_im_trs_drk_two_2ha_r2       Ruthless Darkspawn War Axe
gen_im_trs_drk_two_2hm_r0       Notched Darkspawn Maul
gen_im_trs_drk_two_2hm_r1       Wicked Darkspawn Maul
gen_im_trs_drk_two_2hm_r2       Ruthless Darkspawn Maul
gen_im_trs_drk_two_2hs_r0       Notched Darkspawn Slayer
gen_im_trs_drk_two_2hs_r1       Wicked Darkspawn Slayer
gen_im_trs_drk_two_2hs_r2       Ruthless Darkspawn Slayer
gen_im_trs_dwv_dua_dag_r0       Dwarven Dagger
gen_im_trs_dwv_dua_dag_r1       Superior Dwarven Dagger
gen_im_trs_dwv_dua_dag_r2       Masterwork Dwarven Dagger
gen_im_trs_dwv_heavy_helm       Surfacer Stone Helmet
gen_im_trs_dwv_junk1_01         Black Dwarven Ale
gen_im_trs_dwv_junk1_02         Chasind Sack Mead
gen_im_trs_dwv_junk1_03         Orlesian Honeywine
gen_im_trs_dwv_junk1_04         Fancy Antivan Wine
gen_im_trs_dwv_junk2_01         Weathered Dwarven Clan Pin
gen_im_trs_dwv_junk2_02         Silver Orzammar Coin
gen_im_trs_dwv_junk2_03         Gold Orzammar Coin
gen_im_trs_dwv_junk2_04         Embroidered Clan Shield
gen_im_trs_dwv_junk3_01         Small Silver Bar
gen_im_trs_dwv_junk3_02         Large Silver Bar
gen_im_trs_dwv_junk3_03         Small Gold Bar
gen_im_trs_dwv_junk3_04         Large Gold Bar
gen_im_trs_dwv_junk4_01         Small Brass Scales
gen_im_trs_dwv_junk4_02         Fake Coin Purse
gen_im_trs_dwv_junk4_03         Merchant's Ledger
gen_im_trs_dwv_junk4_04         Leather-Bound Trade Manifest
gen_im_trs_dwv_junk5_01         Poisoned Pen
gen_im_trs_dwv_junk5_02         False-Bottomed Strong Box
gen_im_trs_dwv_junk5_03         False Gold Sovereign
gen_im_trs_dwv_junk5_04         Solid Gold Noble Caste Pin
gen_im_trs_dwv_med_boo_r0       Dwarven Leather Boots
gen_im_trs_dwv_med_boo_r1       Superior Dwarven Leather Boots
gen_im_trs_dwv_med_boo_r2       Masterwork Dwarven Leather Boots
gen_im_trs_dwv_med_cht_r0       Dwarven Leather Breastplate
gen_im_trs_dwv_med_cht_r1       Superior Dwarven Leather Breastplate
gen_im_trs_dwv_med_cht_r2       Masterwork Dwarven Leather Breastplate
gen_im_trs_dwv_med_glv_r0       Dwarven Leather Gloves
gen_im_trs_dwv_med_glv_r1       Superior Dwarven Leather Gloves
gen_im_trs_dwv_med_glv_r2       Masterwork Dwarven Leather Gloves
gen_im_trs_dwv_med_hlm_r0       Dwarven Leather Helm
gen_im_trs_dwv_med_hlm_r1       Superior Dwarven Leather Helm
gen_im_trs_dwv_med_hlm_r2       Masterwork Dwarven Leather Helm
gen_im_trs_gem_coral_01         Coral Fragment
gen_im_trs_gem_coral_02         Small Coral
gen_im_trs_gem_coral_03         Coral
gen_im_trs_gem_coral_04         Large Coral
gen_im_trs_gem_cub_zirc_01      Cracked Cubic Zirconia
gen_im_trs_gem_cub_zirc_02      Small Cubic Zirconia
gen_im_trs_gem_cub_zirc_03      Cubic Zirconia
gen_im_trs_gem_cub_zirc_04      Large Cubic Zirconia
gen_im_trs_gem_diamond_01       Flawed Diamond
gen_im_trs_gem_diamond_02       Small Diamond
gen_im_trs_gem_diamond_03       Diamond
gen_im_trs_gem_diamond_04       Large Diamond
gen_im_trs_gem_jade_01          Jade Fragment
gen_im_trs_gem_jade_02          Small Jade
gen_im_trs_gem_jade_03          Jade
gen_im_trs_gem_jade_04          Large Jade
gen_im_trs_gem_onyx_01          Onyx Fragment
gen_im_trs_gem_onyx_02          Small Onyx
gen_im_trs_gem_onyx_03          Onyx
gen_im_trs_gem_onyx_04          Large Onyx
gen_im_trs_gem_opal_01          Opal Fragment
gen_im_trs_gem_opal_02          Small Opal
gen_im_trs_gem_opal_03          Opal
gen_im_trs_gem_opal_04          Large Opal
gen_im_trs_gem_rosediam_01      Cracked Rose Diamond
gen_im_trs_gem_rosediam_02      Small Rose Diamond
gen_im_trs_gem_rosediam_03      Rose Diamond
gen_im_trs_gem_rosediam_04      Large Rose Diamond
gen_im_trs_gem_ruby_01          Flawed Ruby
gen_im_trs_gem_ruby_02          Small Ruby
gen_im_trs_gem_ruby_03          Ruby
gen_im_trs_gem_ruby_04          Large Ruby
gen_im_trs_gem_snowobsid_01     Cracked Snowflake Obsidian
gen_im_trs_gem_snowobsid_02     Small Snowflake Obsidian
gen_im_trs_gem_snowobsid_03     Snowflake Obsidian
gen_im_trs_gem_snowobsid_04     Large Snowflake Obsidian
gen_im_trs_gem_tigerseye_01     Tiger's Eye Fragment
gen_im_trs_gem_tigerseye_02     Small Tiger's Eye
gen_im_trs_gem_tigerseye_03     Tiger's Eye
gen_im_trs_gem_tigerseye_04     Flawless Tiger's Eye
gen_im_trs_gen_amu_r0           Amulet
gen_im_trs_gen_amu_r1           Ornate Amulet
gen_im_trs_gen_amu_r2           Greater Amulet
gen_im_trs_gen_arc_lbw_r0       Longbow
gen_im_trs_gen_arc_lbw_r1       Superior Longbow
gen_im_trs_gen_arc_lbw_r2       Enchanted Longbow
gen_im_trs_gen_arc_sbw_r0       Shortbow
gen_im_trs_gen_arc_sbw_r1       Superior Shortbow
gen_im_trs_gen_arc_sbw_r2       Enchanted Shortbow
gen_im_trs_gen_blt_r0           Belt
gen_im_trs_gen_blt_r1           Ornate Belt
gen_im_trs_gen_blt_r2           Greater Belt
gen_im_trs_gen_bracelet_01      Bronze Bracelet
gen_im_trs_gen_bracelet_02      Steel Bracelet
gen_im_trs_gen_bracelet_03      Silver Bracelet
gen_im_trs_gen_bracelet_04      Golden Bracelet
gen_im_trs_gen_brokenbow        Broken Bow
gen_im_trs_gen_brokensword      Broken Longsword
gen_im_trs_gen_broknshield      Cracked Wooden Shield
gen_im_trs_gen_coinbag_01       Tiny Bag of Gems
gen_im_trs_gen_coinbag_02       Small Bag of Coins
gen_im_trs_gen_coinbag_03       Bag of Coins
gen_im_trs_gen_coinbag_04       Large Bag of Coins
gen_im_trs_gen_crackedstaff     Cracked Staff
gen_im_trs_gen_dua_dag_r0       Dagger
gen_im_trs_gen_dua_dag_r1       Superior Dagger
gen_im_trs_gen_dua_dag_r2       Enchanted Dagger
gen_im_trs_gen_hvy_boo_r0       Heavy Boots
gen_im_trs_gen_hvy_boo_r1       Superior Heavy Boots
gen_im_trs_gen_hvy_boo_r2       Enchanted Heavy Boots
gen_im_trs_gen_hvy_cht_r0       Plate Armor
gen_im_trs_gen_hvy_cht_r1       Superior Plate Armor
gen_im_trs_gen_hvy_cht_r2       Enchanted Plate Armor
gen_im_trs_gen_hvy_glv_r0       Gauntlets
gen_im_trs_gen_hvy_glv_r1       Superior Gauntlets
gen_im_trs_gen_hvy_glv_r2       Enchanted Gauntlets
gen_im_trs_gen_hvy_hlm_r0       Helmet
gen_im_trs_gen_hvy_hlm_r1       Superior Helmet
gen_im_trs_gen_hvy_hlm_r2       Enchanted Helmet
gen_im_trs_gen_junk1_01         Woven Bracelet
gen_im_trs_gen_junk1_02         Mabari Collar
gen_im_trs_gen_junk1_03         Metal Shard
gen_im_trs_gen_junk1_04         Cracked Lifestone
gen_im_trs_gen_junk2_01         Torn Trousers
gen_im_trs_gen_junk2_02         Tattered Doll
gen_im_trs_gen_junk2_03         Lucky Rabbit’s Foot
gen_im_trs_gen_junk2_04         Chiseled Totem
gen_im_trs_gen_junk3_01         Raven Feather
gen_im_trs_gen_junk3_02         Wooden Practice Sword
gen_im_trs_gen_junk3_03         Spindleweed Stem
gen_im_trs_gen_junk3_04         Glamor Charm
gen_im_trs_gen_lgt_boo_r0       Boots
gen_im_trs_gen_lgt_boo_r1       Superior Boots
gen_im_trs_gen_lgt_boo_r2       Enchanted Boots
gen_im_trs_gen_lgt_cht_r0       Robes
gen_im_trs_gen_lgt_cht_r1       Superior Robes
gen_im_trs_gen_lgt_cht_r2       Enchanted Robes
gen_im_trs_gen_lgt_glv_r0       Gloves
gen_im_trs_gen_lgt_glv_r1       Superior Gloves
gen_im_trs_gen_lgt_glv_r2       Enchanted Gloves
gen_im_trs_gen_lgt_hlm_r0       Headwear
gen_im_trs_gen_lgt_hlm_r1       Superior Headwear
gen_im_trs_gen_lgt_hlm_r2       Enchanted Headwear
gen_im_trs_gen_med_boo_r0       Boots
gen_im_trs_gen_med_boo_r1       Superior Boots
gen_im_trs_gen_med_boo_r2       Enchanted Boots
gen_im_trs_gen_med_cht_r0       Leather Armor
